STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WINTER,graphdates
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120415,15,0,0,161,44,133,2011-2012,4/15/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120416,0,0,0,228,133,144,2011-2012,4/16/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120417,0,0,0,267,50,50,2011-2012,4/17/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120418,33,0,0,139,39,39,2011-2012,4/18/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120419,51,0,0,78,39,50,2011-2012,4/19/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120420,0,0,0,183,50,89,2011-2012,4/20/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120421,0,0,0,228,89,111,2011-2012,4/21/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120422,43,0,0,150,28,28,2011-2012,4/22/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120423,104,76,71,39,-28,-28,2011-2012,4/23/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120424,94,127,86,0,-33,-33,2011-2012,4/24/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120425,0,51,0,72,-33,6,2011-2012,4/25/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120426,10,0,0,139,6,72,2011-2012,4/26/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120427,61,0,0,178,-6,0,2011-2012,4/27/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120428,0,0,0,89,-17,6,2011-2012,4/28/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120429,170,0,0,133,6,39,2011-2012,4/29/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120430,0,0,0,178,39,89,2011-2012,4/30/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120501,58,0,0,244,89,139,2011-2012,5/1/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120502,140,0,0,217,117,117,2011-2012,5/2/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120503,8,0,0,217,117,161,2011-2012,5/3/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120504,0,0,0,261,150,156,2011-2012,5/4/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120505,165,0,0,194,122,133,2011-2012,5/5/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120506,0,0,0,194,111,117,2011-2012,5/6/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120507,0,0,0,217,117,128,2011-2012,5/7/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120508,10,0,0,206,128,139,2011-2012,5/8/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120509,142,0,0,150,94,94,2011-2012,5/9/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120510,33,0,0,133,39,39,2011-2012,5/10/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120511,0,0,0,117,-6,-6,2011-2012,5/11/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120512,0,0,0,156,-6,72,2011-2012,5/12/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120513,0,0,0,200,72,128,2011-2012,5/13/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120514,307,0,0,200,100,100,2011-2012,5/14/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120515,470,0,0,150,100,117,2011-2012,5/15/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120516,0,0,0,178,78,106,2011-2012,5/16/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120517,0,0,0,206,72,83,2011-2012,5/17/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120518,0,0,0,194,56,78,2011-2012,5/18/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120519,0,0,0,206,78,94,2011-2012,5/19/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120520,0,0,0,217,89,117,2011-2012,5/20/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120521,0,0,0,222,117,128,2011-2012,5/21/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120522,8,0,0,206,106,128,2011-2012,5/22/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1162.8,39.098,-79.4322,20120523,33,0,0,211,122,128,2011-2012,5/23/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20120524,0,0,0,211,128,144,2011-2012,5/24/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20120525,0,0,0,211,144,156,2011-2012,5/25/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20120526,0,0,0,256,139,156,2011-2012,5/26/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20120527,5,0,0,261,156,167,2011-2012,5/27/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20120528,3,0,0,261,161,172,2011-2012,5/28/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20120529,0,0,0,272,156,189,2011-2012,5/29/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20120530,10,0,0,256,117,139,2011-2012,5/30/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20120531,0,0,0,228,83,106,2011-2012,5/31/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121001,5,0,0,150,28,39,2012-2013,10/1/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121002,76,0,0,156,39,150,2012-2013,10/2/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121003,41,0,0,233,150,150,2012-2013,10/3/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121004,0,0,0,206,139,139,2012-2013,10/4/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121005,0,0,0,189,89,89,2012-2013,10/5/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121006,3,0,0,189,89,133,2012-2013,10/6/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121007,15,0,0,133,22,22,2012-2013,10/7/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121008,13,0,0,61,-17,-11,2012-2013,10/8/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121009,99,0,25,17,-11,11,2012-2013,10/9/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121010,0,0,0,139,11,44,2012-2013,10/10/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121011,10,0,0,100,-28,-28,2012-2013,10/11/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121012,0,0,0,139,-28,28,2012-2013,10/12/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121013,0,0,0,83,-28,6,2012-2013,10/13/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121014,0,0,0,172,6,111,2012-2013,10/14/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121015,28,0,0,217,111,117,2012-2013,10/15/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121016,71,0,0,133,28,28,2012-2013,10/16/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121017,0,0,0,106,22,33,2012-2013,10/17/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121018,0,0,0,189,33,94,2012-2013,10/18/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121019,119,0,0,161,44,50,2012-2013,10/19/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121020,0,0,0,156,33,33,2012-2013,10/20/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121021,13,0,0,67,22,22,2012-2013,10/21/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121022,0,0,0,94,17,56,2012-2013,10/22/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121023,0,0,0,178,50,133,2012-2013,10/23/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121024,0,0,0,200,117,133,2012-2013,10/24/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121025,0,0,0,194,94,106,2012-2013,10/25/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121026,0,0,0,228,106,111,2012-2013,10/26/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121027,0,0,0,206,94,106,2012-2013,10/27/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121028,43,0,0,139,56,56,2012-2013,10/28/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121029,109,0,0,78,0,0,2012-2013,10/29/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121030,800,533,582,0,-39,-39,2012-2013,10/30/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121031,201,635,170,-28,-44,-28,2012-2013,10/31/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121101,97,635,74,-6,-28,-28,2012-2013,11/1/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121102,10,584,10,-6,-28,-28,2012-2013,11/2/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121103,0,559,0,-6,-44,-39,2012-2013,11/3/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121104,0,508,0,-28,-39,-39,2012-2013,11/4/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121105,0,483,0,6,-50,-50,2012-2013,11/5/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121106,0,432,0,0,-67,-67,2012-2013,11/6/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121107,0,406,0,28,-67,-44,2012-2013,11/7/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121108,0,381,0,17,-72,-67,2012-2013,11/8/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121109,0,356,0,6,-67,-17,2012-2013,11/9/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121110,0,330,0,78,-17,50,2012-2013,11/10/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121111,0,279,0,150,39,94,2012-2013,11/11/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121112,0,203,0,189,89,106,2012-2013,11/12/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121113,89,102,15,156,-56,-56,2012-2013,11/13/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121114,0,102,0,-6,-78,-72,2012-2013,11/14/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121115,0,102,0,33,-78,-39,2012-2013,11/15/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121116,0,102,0,83,-56,-56,2012-2013,11/16/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121117,0,76,0,72,-56,-11,2012-2013,11/17/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121118,0,76,0,72,-11,-11,2012-2013,11/18/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121119,0,76,0,83,-22,-22,2012-2013,11/19/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121120,0,76,0,139,-22,17,2012-2013,11/20/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121121,0,51,0,89,-28,-22,2012-2013,11/21/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121122,0,51,0,106,-28,-17,2012-2013,11/22/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121123,0,51,0,133,-22,67,2012-2013,11/23/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121124,18,51,0,111,-78,-78,2012-2013,11/24/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121125,38,102,66,-67,-89,-89,2012-2013,11/25/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121126,0,76,0,6,-89,-22,2012-2013,11/26/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121127,53,127,61,50,-22,-6,2012-2013,11/27/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121128,13,127,15,-6,-50,-50,2012-2013,11/28/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121129,0,102,0,-22,-61,-61,2012-2013,11/29/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121130,0,76,0,39,-61,17,2012-2013,11/30/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121201,0,76,0,78,11,33,2012-2013,12/1/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121202,0,51,0,111,17,72,2012-2013,12/2/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121203,152,0,0,122,72,94,2012-2013,12/3/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121204,25,0,0,111,89,94,2012-2013,12/4/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121205,79,0,0,156,6,6,2012-2013,12/5/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121206,0,0,0,39,-61,-28,2012-2013,12/6/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121207,10,0,0,100,-28,72,2012-2013,12/7/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121208,104,0,0,89,72,72,2012-2013,12/8/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121209,145,0,0,106,72,72,2012-2013,12/9/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121210,76,0,0,106,72,94,2012-2013,12/10/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121211,163,25,33,100,-33,-33,2012-2013,12/11/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121212,5,25,5,-33,-67,-67,2012-2013,12/12/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121213,0,25,0,0,-67,-67,2012-2013,12/13/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121214,0,25,0,50,-67,-11,2012-2013,12/14/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121215,0,0,0,61,-17,22,2012-2013,12/15/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121216,8,0,0,89,22,50,2012-2013,12/16/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121217,8,0,0,89,50,72,2012-2013,12/17/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121218,30,0,0,94,17,17,2012-2013,12/18/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121219,175,25,25,17,-22,0,2012-2013,12/19/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121220,0,0,0,17,-28,6,2012-2013,12/20/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121221,185,25,20,33,-67,-67,2012-2013,12/21/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121222,170,178,185,-67,-78,-72,2012-2013,12/22/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121223,15,178,23,-67,-94,-72,2012-2013,12/23/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121224,0,152,0,11,-78,-22,2012-2013,12/24/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121225,76,102,41,22,-22,-11,2012-2013,12/25/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121226,23,102,10,0,-44,-44,2012-2013,12/26/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121227,320,229,142,-22,-67,-67,2012-2013,12/27/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121228,25,229,15,-67,-78,-78,2012-2013,12/28/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121229,58,229,30,0,-78,-22,2012-2013,12/29/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121230,86,381,173,-6,-83,-83,2012-2013,12/30/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20121231,18,381,48,-78,-94,-83,2012-2013,12/31/2011
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130101,18,356,36,-33,-83,-39,2012-2013,1/1/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130102,20,330,28,-28,-83,-83,2012-2013,1/2/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130103,0,330,0,-78,-122,-122,2012-2013,1/3/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130104,0,279,0,-50,-128,-83,2012-2013,1/4/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130105,0,254,0,-67,-83,-78,2012-2013,1/5/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130106,0,229,0,-6,-89,-39,2012-2013,1/6/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130107,15,229,20,-17,-61,-61,2012-2013,1/7/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130108,0,229,0,0,-67,-17,2012-2013,1/8/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130109,0,229,0,39,-28,39,2012-2013,1/9/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130110,10,203,0,72,-28,-28,2012-2013,1/10/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130111,0,178,0,111,-28,83,2012-2013,1/11/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130112,91,76,0,106,61,100,2012-2013,1/12/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130113,0,0,0,133,89,128,2012-2013,1/13/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130114,51,0,0,150,33,33,2012-2013,1/14/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130115,142,0,8,33,-17,-17,2012-2013,1/15/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130116,251,0,0,33,-17,33,2012-2013,1/16/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130117,20,0,0,67,-50,-50,2012-2013,1/17/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130118,0,0,0,-33,-100,-100,2012-2013,1/18/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130119,0,0,0,11,-106,11,2012-2013,1/19/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130120,0,0,0,72,6,6,2012-2013,1/20/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130121,0,0,0,22,-89,-78,2012-2013,1/21/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130122,10,25,18,-22,-206,-206,2012-2013,1/22/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130123,0,25,0,-150,-206,-189,2012-2013,1/23/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130124,66,152,132,-128,-189,-150,2012-2013,1/24/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130125,15,152,28,-122,-200,-128,2012-2013,1/25/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130126,53,178,64,-72,-128,-100,2012-2013,1/26/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130127,23,203,79,-78,-111,-111,2012-2013,1/27/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130128,69,127,0,39,-111,39,2012-2013,1/28/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130129,168,0,0,83,17,83,2012-2013,1/29/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130130,3,0,0,150,83,139,2012-2013,1/30/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130131,483,51,46,167,-67,-67,2012-2013,1/31/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130201,109,254,272,-67,-144,-144,2012-2013,2/1/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130202,8,229,18,-144,-183,-167,2012-2013,2/2/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130203,86,279,165,-61,-167,-83,2012-2013,2/3/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130204,56,330,188,-67,-128,-122,2012-2013,2/4/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130205,152,381,147,-11,-128,-22,2012-2013,2/5/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130206,109,406,112,-11,-56,-56,2012-2013,2/6/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130207,5,381,8,-33,-89,-33,2012-2013,2/7/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130208,0,330,0,22,-33,-11,2012-2013,2/8/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130209,71,356,66,17,-106,-106,2012-2013,2/9/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130210,5,330,10,-11,-117,-17,2012-2013,2/10/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130211,46,279,0,78,-22,56,2012-2013,2/11/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130212,0,203,0,106,-33,-33,2012-2013,2/12/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130213,0,178,0,50,-39,-22,2012-2013,2/13/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130214,107,279,117,28,-67,-67,2012-2013,2/14/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130215,0,254,0,17,-67,-17,2012-2013,2/15/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130216,38,279,51,17,-78,-78,2012-2013,2/16/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130217,56,432,180,-78,-150,-150,2012-2013,2/17/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130218,25,432,69,-128,-161,-139,2012-2013,2/18/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130219,13,356,15,44,-139,-6,2012-2013,2/19/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130220,84,406,127,17,-117,-117,2012-2013,2/20/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130221,8,406,38,-94,-139,-139,2012-2013,2/21/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130222,10,356,5,-44,-139,-44,2012-2013,2/22/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130223,36,330,0,28,-50,22,2012-2013,2/23/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130224,0,279,0,89,-39,-39,2012-2013,2/24/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130225,0,254,0,0,-111,-83,2012-2013,2/25/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130226,0,254,0,33,-83,-28,2012-2013,2/26/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130227,99,279,28,0,-39,-6,2012-2013,2/27/2012
GHCND:USC00462211,DAVIS 3 SE WV US,1132.3,39.098,-79.4322,20130228,48,305,41,-6,-56,-56,2012-2013,2/28/2012
